,All ages - Daily verified,,,All ages - Total serious,,,All ages - New serious,,,All ages - Total deaths,,,Above 60 - Daily verified,,,Above 60 - Total serious,,,Above 60 - New serious,,,Above 60 - Total deaths,,,Below 60 - Daily verified,,,Below 60 - Total serious,,,Below 60 - New serious,,,Below 60 - Total deaths,,
2021-07-26T00:00:00.000Z,57.6,22.3,23.9,0,1.5,1.1,0,0.5,0.4,0,0,0,91.6,22.9,18.3,0,5.5,9.5,0,1.8,3.3,0,0.1,0.6,0,22.1,24,0,0.1,0.6,0,0,0.2,0,0,0
2021-07-27T00:00:00.000Z,47.8,22.9,26.8,0,1.8,1.4,0,0.5,0.4,0,0,0,0,22.8,15.1,0,6.7,15.1,0,2,5.6,0,0.1,0,125.9,22.9,26.9,0,0.2,0.7,0,0,0.2,0,0,0
2021-07-28T00:00:00.000Z,0,21.1,26.7,0,1.7,1.5,0,0.3,0.2,0,0.1,0,0,21.8,19,0,6,15.7,0,1,2.2,0,0.4,0.6,0,20.9,26.8,0,0.2,0.8,0,0,0.1,0,0,0
2021-07-29T00:00:00.000Z,0,22,25.4,0,1.6,1.7,0,0.3,0.4,0,0.1,0,0,24.7,16.8,0,5.9,18.5,0,1.3,3.9,0,0.2,0,0,21.1,25.6,0,0.2,0.8,0,0,0.2,0,0,0
2021-07-30T00:00:00.000Z,0,24.3,29.2,0,2.1,1.6,0,0.6,0.2,0,0,0,0,27.3,14.1,0,7.8,19.7,0,2.4,2.2,0,0.1,0,0,23.2,29.7,0,0.2,0.7,0,0,0.1,0,0,0
2021-07-31T00:00:00.000Z,0,19.2,27.6,0,2.3,1.8,0,0.4,0.4,0,0,0.1,0,16.9,12.4,0,8.5,23.1,0,1.7,5.6,0,0.1,1.1,0,20,28.1,0,0.2,0.8,0,0,0.1,0,0,0
2021-08-01T00:00:00.000Z,97.8,20.5,26.5,0,2.2,1.8,0,0.4,0.2,0,0.1,0.1,158.1,19.1,15.2,0,8.4,23.2,0,1.5,2.8,0,0.6,1.1,0,21,26.6,0,0.2,0.8,0,0,0.1,0,0,0
2021-08-02T00:00:00.000Z,89,36.7,48.7,0,2.5,1.9,0,0.6,0.4,0,0.1,0.1,96.1,39.2,28.3,0,9.3,22.1,0,2,3.4,0,0.4,2.3,77.7,35.8,49.5,0,0.3,0.9,0,0.1,0.2,0,0,0
2021-08-03T00:00:00.000Z,26.6,31.3,41.4,0,2.7,2,0,0.7,0.4,0,0.2,0.1,0,30.4,29.6,0,10.4,23.9,0,2.7,4.6,0,0.7,0.6,71.2,31.6,41.7,0,0.2,0.8,0,0,0.1,0,0,0
2021-08-04T00:00:00.000Z,47.6,33.9,43.4,0,2.7,2.2,0,0.6,0.5,0,0,0.1,37.6,28.9,30.8,0,10.3,25.7,0,2.1,4.6,0,0.1,1.1,64.7,35.5,43.5,0,0.2,1,0,0,0.3,0,0,0
2021-08-05T00:00:00.000Z,0,38.3,46.7,0,3,2.4,0,0.7,0.6,0,0.2,0.1,0,37.4,34.4,0,11.3,29.9,0,2.7,8,0,0.9,1.7,0,38.5,47,0,0.2,1,0,0,0.3,0,0,0
2021-08-06T00:00:00.000Z,22.7,37,48.8,0,3.2,2.5,0,0.7,0.4,0,0.2,0.1,28.5,35.4,30.5,0,12,30.5,0,2.5,5.2,0,0.7,2.3,0,37.5,49.4,0,0.3,1.1,0,0.1,0.2,0,0,0
2021-08-07T00:00:00.000Z,20.1,27.5,37.4,6.7,3.8,3.1,6.7,1,0.7,0,0.2,0.1,22.9,23,20.2,7.6,14.3,37.5,7.6,3.5,8.7,0,0.7,1.7,0,29,38.2,0,0.4,1.3,0,0.1,0.3,0,0,0
2021-08-08T00:00:00.000Z,30.6,33.6,42,4.4,4.2,3.8,2.2,1,0.9,0,0.3,0.1,27.4,31.2,30.8,4.6,15.8,48.7,2.3,3.5,13.3,0,1,2.3,100.6,34.3,42.2,0,0.5,1.5,0,0.1,0.3,0,0,0
2021-08-09T00:00:00.000Z,48,61.6,78.7,2.9,4.4,3.8,1,0.9,0.6,0,0.2,0.1,49,54.2,57.2,2.9,17.4,50.8,1,3.5,8.2,0,0.7,1.2,0,63.8,79.3,0,0.5,1.4,0,0.1,0.2,0,0,0
2021-08-10T00:00:00.000Z,37.7,58.3,70.4,2.2,4.6,3.9,1.1,1,0.6,0,0.2,0.2,38.2,54.4,40,2.2,18.8,51.7,1.1,3.8,8.2,0,0.8,3.5,0,59.5,71.2,0,0.6,1.5,0,0.2,0.2,0,0,0
2021-08-11T00:00:00.000Z,36.8,60.5,72.2,2.3,4.7,4.1,0.8,0.9,0.7,0,0.2,0.1,36.8,53.6,49.7,2.3,20.1,54.4,0.8,3.7,10.6,0,0.8,2.4,35,62.3,72.9,0,0.6,1.6,0,0.2,0.2,0,0,0
2021-08-12T00:00:00.000Z,39.2,60.7,76.3,1.7,5.2,4.6,0,1.1,0.8,0.3,0.2,0.2,39.6,57.8,55.4,1.7,24.4,58.4,0,5.6,9.5,0.3,1.2,3.6,0,61.4,77,0,0.5,1.9,0,0,0.4,0,0,0
2021-08-13T00:00:00.000Z,28.3,57.6,76.6,3,5.3,5.2,1.5,0.9,1.4,0,0.3,0.3,27.8,50.8,52,3.1,25.4,68.7,1.5,4.4,18.5,0,1.4,5.4,84.1,59.1,77.2,0,0.5,2.1,0,0.1,0.6,0,0,0
2021-08-14T00:00:00.000Z,21.7,42.1,52.1,4,5.5,5.4,1.7,0.9,0.8,0.2,0.1,0.3,21.9,35.3,33,4,27,71.9,1.7,4.3,11.4,0.2,0.7,6,0,43.7,52.6,0,0.6,2.2,0,0.2,0.3,0,0,0
2021-08-15T00:00:00.000Z,17.5,52,65.7,3,6.1,6,1,1.3,1,0.8,0.2,0.2,17.4,42.3,57.9,3,30.9,79.1,1,5.9,13.9,0.8,0.9,3.6,21.3,54,65.5,0,0.9,2.4,0,0.3,0.4,0,0,0.1
2021-08-16T00:00:00.000Z,38.6,85.6,115.1,3.1,5.7,6.3,1.2,0.8,0.9,0.3,0.3,0.3,37,75.9,75.4,3.1,31.3,84.5,1.2,4.6,12.8,0.3,1.7,6.1,200.9,87.3,116.4,0,0.8,2.5,0,0.1,0.4,0,0,0
2021-08-17T00:00:00.000Z,25.7,78,106.5,4,6.1,6.7,1.5,1,1,0.2,0.2,0.2,25.2,56.1,69.2,4,34.5,90.7,1.5,5,14.1,0.2,1.1,3.7,52.4,81.8,107.5,0,1.1,2.7,0,0.4,0.4,0,0,0
2021-08-18T00:00:00.000Z,27,76.7,110.6,4.2,6.1,7.5,1.1,0.9,1.4,0.6,0.3,0.1,27.1,57.8,74.6,4.2,36.7,101.2,1.1,5,18.5,0.6,1.9,2.5,21,79.7,111.1,0,1.2,3,0,0.2,0.6,0,0,0
2021-08-19T00:00:00.000Z,22,77,106.9,4.1,6.1,7.6,0.6,0.8,1.1,0.1,0.3,0.3,21.6,62.2,78.4,4,39.5,99.5,0.5,5.3,14.9,0.1,2.2,6.2,45.5,79.1,107.4,9.1,1.2,3.2,9.1,0.2,0.4,0,0,0
2021-08-20T00:00:00.000Z,18.4,75.6,112.7,4.5,6.1,7.9,1.3,0.8,1.3,0.6,0.2,0.1,17.7,64.3,74.3,4.7,39.7,108,1.4,5.4,16.2,0.6,1.8,3.1,37.7,77.2,113.6,0,1.3,3.1,0,0.2,0.6,0,0,0
2021-08-21T00:00:00.000Z,11.3,53.2,76.5,5.2,6.4,8.6,1,0.8,1.5,0.2,0.2,0.3,9.4,43.4,45.7,5.6,41.4,117.7,1.1,4.8,18.8,0.2,1.7,6.3,36.2,54.5,77.6,0,1.5,3.4,0,0.2,0.7,0,0,0
2021-08-22T00:00:00.000Z,18.2,68.9,87.4,5.5,6.9,9,1.1,1.2,1.2,0.2,0.3,0.3,11.5,46.4,62.4,6.3,46.4,119.7,1.3,7.2,15.7,0.2,2.6,7.6,66.6,71.9,87.7,0,1.6,3.7,0,0.4,0.5,0,0,0
2021-08-23T00:00:00.000Z,22.5,97.4,146.2,4.8,6.6,9.7,1,0.8,2,0.8,0.2,0.1,18.4,68.9,84.8,5.7,47,131.7,1,5.1,25.3,0.8,1.4,3.2,44.3,100.9,148.3,0.6,1.5,3.9,0.6,0.2,0.8,0.6,0,0
2021-08-24T00:00:00.000Z,24.5,100.1,145.6,5,6.2,10.1,1,0.8,1.5,0.5,0.3,0.2,16.6,63,73.2,6.2,47.9,136.2,1.2,6.1,19.7,0.7,3.1,3.2,57,104.5,148.2,0,1.3,4.1,0,0.1,0.6,0,0,0.1
2021-08-25T00:00:00.000Z,21.9,88.3,139,4.3,6.3,10.5,0.6,0.9,1.8,0.6,0.3,0.3,13.8,60.2,62,5.4,50.4,140.1,0.6,6.6,22.4,0.7,2.9,7,50.4,91.4,141.6,0.4,1.3,4.3,0.4,0.2,0.8,0,0,0
2021-08-26T00:00:00.000Z,20.3,91.2,134.4,4.4,6.1,10.7,0.8,0.7,1.6,0.2,0.3,0.4,13.8,63.6,72.4,5.7,48.9,141.7,1,5.1,18.6,0.3,2.8,7.1,40.9,94.1,136.4,0.3,1.4,4.5,0,0.2,0.8,0,0,0.1
2021-08-27T00:00:00.000Z,19.6,84.1,132,4.4,6,10.8,0.8,0.9,1.4,0.5,0.2,0.3,15.1,65.4,82.8,5.9,48.9,145.1,1,7.4,19.9,0.6,2.1,6.4,32.1,86,133.6,0.6,1.4,4.4,0.3,0.2,0.5,0,0,0
2021-08-28T00:00:00.000Z,16.2,75.8,105.3,4.8,6.1,10.5,0.9,0.7,1.2,0.1,0.3,0.3,11.2,51.4,61.7,6.3,49.3,140.2,1,5.3,14.8,0.2,2.4,3.9,28.4,78.3,106.9,1,1.5,4.3,0.5,0.2,0.6,0,0.1,0.1
2021-08-29T00:00:00.000Z,17,73.1,95.2,4.9,6.5,11.7,0.9,0.9,1.9,0.2,0.4,0.3,9.3,42.4,56.2,6.7,53,155.6,1.1,8.1,22.6,0.3,4,4.5,32.9,76.3,96.3,1.2,1.6,5,0.4,0.2,0.9,0,0,0.1
2021-08-30T00:00:00.000Z,20.5,103.5,182.3,4.8,6.3,11.9,0.9,0.7,1.8,0.2,0.2,0.3,11,57,83.7,6.8,52.3,157.6,1.1,6,20.8,0.3,2.4,5.2,37.4,108.2,185.9,1.2,1.6,5,0.5,0.2,0.9,0,0,0
2021-08-31T00:00:00.000Z,22.8,99.8,168.3,4.2,6.2,11.3,0.5,0.9,1.4,0.1,0.3,0.5,14.5,61.4,88.7,6.1,51.8,148,0.8,7.1,18.3,0.2,2.7,11.1,36,103.5,171,1.1,1.5,4.9,0.2,0.2,0.6,0,0,0
2021-09-01T00:00:00.000Z,20.6,107.5,187.3,3.8,5.8,11.2,0.6,0.6,1.6,0.3,0.2,0.5,11.8,65.2,89.2,5.7,50.3,149.6,1,5.1,23,0.5,2.2,9.2,33.1,111.7,190.5,1.1,1.4,4.7,0.1,0.1,0.6,0,0,0.1
2021-09-02T00:00:00.000Z,23.1,103.4,194.8,3.3,5.9,11,0.4,0.8,1.1,0.3,0.3,0.5,12.4,54.7,65.3,5,50.3,149,0.8,6.7,15.8,0.5,2.3,9.2,36.9,108.2,199.5,1,1.4,4.6,0,0.2,0.5,0,0.1,0.1
2021-09-03T00:00:00.000Z,19.6,93.9,166.8,3.1,5.7,11,0.5,0.7,1.3,0.2,0.3,0.4,10.9,61.5,78.5,5,48.6,142.6,0.8,5.9,15.2,0.4,2.9,9.2,30.1,97.1,170,0.8,1.4,4.8,0.1,0.2,0.6,0,0,0
2021-09-04T00:00:00.000Z,8.7,51.8,81.7,3.2,5.8,11.2,0.4,0.7,1.4,0.2,0.3,0.4,5.1,28.3,41.6,5.2,48.7,143.5,0.8,5.3,19.2,0.3,3,9.3,12.9,54.2,83,0.8,1.5,5,0,0.2,0.5,0,0,0
2021-09-05T00:00:00.000Z,11.3,63.9,92.3,3.5,5.6,11.9,0.6,0.4,1.6,0,0.3,0.4,6.5,32.9,46.3,5.8,46.2,154.3,0.9,3,21.9,0.1,3,7.9,16.6,67,93.8,0.9,1.5,5.3,0.2,0.2,0.7,0,0,0
2021-09-06T00:00:00.000Z,19,97,196.7,3.1,5.2,11.4,0.1,0.5,0.9,0.2,0.3,0.3,10.2,52.6,87.4,5.3,42.1,147,0.2,3.7,12.6,0.5,2.8,4.6,27.6,101.4,200.9,0.9,1.5,5.1,0.1,0.2,0.4,0,0,0.1
2021-09-07T00:00:00.000Z,13.1,64.2,123,3,5.1,11.4,0.4,0.6,1.6,0,0.4,0.6,6.6,35.5,55,5.4,39.6,147.7,0.7,4.1,21.2,0,4.8,12.6,19.2,67.1,125.5,0.9,1.7,5.1,0.1,0.2,0.7,0,0,0.1
2021-09-08T00:00:00.000Z,7.2,34.8,55.7,2.7,5.3,12,0.3,0.4,1.3,0.3,0.2,0.3,3.3,19.1,35.1,4.8,40.7,150.2,0.4,3.6,14.6,0.7,2.3,6.6,10.4,36.4,56.4,0.9,1.7,5.6,0.2,0.1,0.7,0,0,0
2021-09-09T00:00:00.000Z,14.5,76.6,143.5,2.3,5.4,12.7,0.2,0.4,1.5,0.2,0.1,0.4,4.9,34.9,55.3,4.4,41.1,157.2,0.5,3.6,17.3,0.4,0.7,7.3,21.9,80.9,146.7,0.6,1.7,6,0,0.1,0.8,0,0,0.1
2021-09-10T00:00:00.000Z,16.2,82,195.4,2.5,5.2,12.7,0.5,0.8,1.4,0,0.3,0.3,7.1,43.2,76.7,4.9,39.9,159.5,1,6.3,16.7,0.1,2.3,5.3,23.1,86,199.9,0.7,1.6,5.9,0.2,0.2,0.7,0,0,0
2021-09-11T00:00:00.000Z,13.2,87.8,205.3,2.2,5.1,13.2,0,0.6,1.5,0.2,0.3,0.3,7.3,56.8,100.3,4.4,38.1,161.8,0.1,5,20.1,0.5,3.3,7.4,17.5,91,209.1,0.7,1.6,6.3,0,0.2,0.7,0,0,0
2021-09-12T00:00:00.000Z,12.6,74.1,147.7,2.2,5.4,13.6,0.3,0.7,1.6,0.2,0.1,0.4,4.5,41.7,77.8,4.2,38.9,167.7,0.7,3.7,18.8,0.5,1.4,7.4,18.4,77.5,150.1,0.7,1.9,6.4,0.1,0.4,0.8,0,0,0.1
2021-09-13T00:00:00.000Z,16.3,98.2,214.7,2.1,5.4,13,0.1,0.7,1.5,0.1,0.1,0.4,9.3,52,103.2,4.2,37.7,160.6,0.4,3.7,16.9,0.3,1.4,5.4,21.3,103.1,218.4,0.6,2,6.2,0,0.3,0.8,0,0,0.1
2021-09-14T00:00:00.000Z,12.9,87.7,196,2,5.1,13.1,0.2,0.6,1.6,0.1,0.2,0.6,10,59.9,103.2,4.1,36.7,156.8,0.5,4.4,19,0.2,1.4,12.9,14.9,90.6,199.2,0.6,1.8,6.4,0,0.2,0.8,0,0,0.1
2021-09-15T00:00:00.000Z,9.5,79.9,174.5,2.1,4.8,13,0.3,0.6,1.5,0.1,0.2,0.4,6.3,45.3,81.9,4.2,34.7,148.3,0.5,5.5,15.6,0.1,1.7,7.4,11.8,83.6,178,0.6,1.7,6.7,0.1,0.1,0.9,0.1,0.1,0
2021-09-16T00:00:00.000Z,3.3,26.9,67.9,1.9,4.8,12.7,0.1,0.4,1.4,0,0.1,0.4,1.5,14.5,33.8,4,34.3,149.3,0.1,3.1,20.9,0.1,1.4,8.1,4.5,28.2,69.1,0.4,1.7,6.3,0.1,0.1,0.5,0,0,0
2021-09-17T00:00:00.000Z,8.4,44,100.2,2,5.1,13.4,0.2,0.4,1.6,0.1,0.2,0.3,3.9,29,53.5,4.5,35.3,156.6,0.5,2.4,15.6,0.2,1.4,4.7,11.4,45.5,101.5,0.4,1.8,6.8,0,0.2,0.9,0,0,0.1
2021-09-18T00:00:00.000Z,10.7,84.7,166.3,1.8,5.3,14.4,0.1,0.8,2.4,0.1,0.1,0.3,6.4,49.4,69.9,3.8,38.9,173.1,0.1,6.7,30.5,0.4,0.7,6.1,13.6,88.5,170.3,0.6,1.7,7,0.2,0.1,1.1,0,0,0
2021-09-19T00:00:00.000Z,8.7,59.7,130.5,2,5.3,14.8,0.2,0.5,1.9,0.1,0.2,0.5,4.5,38,62.1,4.2,39.1,179.4,0.5,3.6,23.2,0.2,2.1,9.5,11.4,62.1,133.2,0.6,1.6,7.2,0,0.2,0.9,0,0,0
2021-09-20T00:00:00.000Z,12.3,80.2,178,2,5.2,14.3,0.2,0.6,1.8,0,0.1,0.3,8.4,47.9,82.6,4.1,41,170.6,0.4,5,20.5,0.1,0.7,6.8,14.8,83.6,181.3,0.7,1.4,7.1,0.1,0.1,0.9,0,0,0
2021-09-21T00:00:00.000Z,7.1,44.2,96,1.9,5.2,14.5,0.2,0.6,1.9,0.1,0.1,0.3,3.8,35.4,48.5,4.1,40.8,165.3,0.5,4,15.7,0.2,0.7,5.5,9.2,45.2,97.8,0.5,1.4,7.5,0,0.3,1.3,0.1,0,0
2021-09-22T00:00:00.000Z,8.2,60.2,117.3,1.9,5.4,15.3,0.1,0.8,1.9,0.1,0.2,0.3,4.9,37,56.9,4.1,43.2,180.9,0.2,5.9,24,0.3,1.1,6.2,10.2,62.7,119.3,0.5,1.4,7.7,0,0.2,0.9,0,0.1,0
2021-09-23T00:00:00.000Z,8.2,62.7,127.6,2,5.2,15.3,0.4,0.5,1.7,0,0.2,0.4,6.8,46.2,94.1,4.4,41.1,172.4,1,3.3,15.1,0,2.6,8.2,9.1,64.4,128.3,0.5,1.3,8,0.1,0.2,1.1,0,0,0
2021-09-24T00:00:00.000Z,6.6,47.2,100.6,1.9,4.8,15,0.1,0.6,1.3,0,0.3,0.3,4.8,42.5,75,4.2,36.6,167.2,0.3,4.4,15.1,0,2.2,6.9,7.7,47.7,101.4,0.5,1.4,8,0,0.2,0.7,0,0.1,0
2021-09-25T00:00:00.000Z,4.8,25,52.2,1.8,4.8,14.7,0.2,0.6,1.5,0,0.2,0.5,3.9,16.3,31,4.2,36.7,164.1,0.4,4.8,17.2,0,2.2,7.6,5.3,25.9,53,0.4,1.3,7.8,0,0.1,0.8,0,0,0.2
2021-09-26T00:00:00.000Z,6.1,40,74.9,1.8,4.9,15.2,0.2,0.4,1.6,0.1,0,0.3,4.2,26,44.3,4.3,36.5,172.4,0.6,2.3,20.1,0.2,0,6.2,7.1,41.6,75.9,0.4,1.5,8,0,0.2,0.8,0,0,0.1
2021-09-27T00:00:00.000Z,8.3,52.6,102.9,1.5,4.7,14.7,0.1,0.4,1.3,0.1,0.1,0.2,6.7,41.2,68.8,3.6,34.4,165.3,0.2,3,13.2,0.2,1.5,4.9,9.3,53.8,103.9,0.4,1.5,7.8,0.1,0.2,0.8,0,0,0
2021-09-28T00:00:00.000Z,3.5,25.8,47,1.6,4.6,14.3,0.3,0.5,1.1,0.1,0.1,0.4,2,12.1,26.4,3.6,33.7,162.1,0.6,3.8,16,0.3,1.5,7.7,4.4,27.3,47.2,0.4,1.4,7.5,0.1,0.1,0.4,0,0,0.1
2021-09-29T00:00:00.000Z,4.9,36.2,73,1.5,4.6,14.6,0.1,0.4,1.2,0.1,0.1,0.5,3.7,23.7,46.4,3.5,34,170.8,0.3,3.4,16.9,0.2,1.1,6.3,5.6,37.6,73.5,0.3,1.4,7.5,0,0.1,0.5,0,0,0.3
2021-09-30T00:00:00.000Z,5.6,38.8,94.2,1.3,4.5,14,0.1,0.6,1.2,0.1,0.1,0.2,4.4,29,51.9,3.2,32.8,168.4,0.2,4.2,17.8,0.2,1.5,3.6,6.3,39.8,95.5,0.2,1.4,7,0,0.2,0.5,0,0,0.1
2021-10-01T00:00:00.000Z,5.4,34.2,74.9,1.3,4.1,13.5,0.2,0.2,1.1,0.1,0.2,0.3,4.1,29.1,41.4,3,29.9,163.6,0.4,1.9,17.1,0.3,1.2,7.1,6.1,34.7,75.9,0.3,1.4,6.7,0,0,0.4,0,0,0
2021-10-02T00:00:00.000Z,2.1,19.7,33.7,1.1,4,13.3,0.1,0.3,1.1,0.1,0.2,0.4,1.5,9.3,29.4,2.7,28.4,160.5,0.2,1.2,12.9,0.3,1.6,6.4,2.4,20.8,33.7,0.2,1.4,6.7,0,0.2,0.5,0,0,0.1
2021-10-03T00:00:00.000Z,3.8,28.2,54.1,1,4.1,13.1,0.1,0.4,0.9,0.1,0.2,0.4,2.3,15.3,31.1,2.4,28.7,156.5,0.2,2.4,13.8,0.2,1.6,8,4.6,29.6,54.9,0.2,1.5,6.7,0,0.2,0.3,0,0.1,0.1
2021-10-04T00:00:00.000Z,4.6,32.7,67.5,1,3.7,12.6,0.1,0.3,0.9,0,0.1,0.2,3.5,27,41.7,2.4,28.1,147.7,0.1,2.8,9.5,0.1,0.4,4.4,5.1,33.3,68.3,0.3,1.1,6.6,0.1,0,0.5,0,0,0.1
2021-10-05T00:00:00.000Z,3.6,23.8,54.1,1,3.1,11.8,0,0.1,0.9,0.1,0.1,0.3,3.1,17.1,40.5,2.3,23.8,138.4,0.1,0.8,14,0.2,0.4,6.6,3.9,24.5,54.2,0.3,0.9,6.1,0,0,0.4,0,0.1,0
2021-10-06T00:00:00.000Z,3.2,22.5,52.4,0.9,2.9,11.6,0.1,0.4,0.9,0,0.2,0.3,2.4,14.9,28.9,2.1,20.2,131.8,0.1,1.6,8.1,0.1,1.2,5.2,3.7,23.3,53.1,0.3,1,6.3,0,0.2,0.6,0,0,0
2021-10-07T00:00:00.000Z,2.7,17.5,47.7,1,2.8,11,0.1,0.2,0.8,0,0.1,0.4,2.3,12,28.3,2.2,20.2,125.9,0.2,2.1,10.4,0,1.2,6,2.9,18.1,48,0.3,0.9,5.9,0,0,0.4,0,0,0.1
2021-10-08T00:00:00.000Z,3.3,17.5,44.7,0.8,2.7,11.2,0,0.3,1.2,0,0.1,0.1,2.6,10,34.4,2,19.6,127.7,0,1.7,14.2,0.1,1.3,2.2,3.6,18.3,44.9,0.3,0.9,6,0,0.1,0.6,0,0,0
2021-10-09T00:00:00.000Z,1.9,9.4,22.5,0.9,2.9,10.8,0.1,0.3,0.7,0,0.1,0.2,1.4,8,18.7,2.1,21.4,125,0.2,2.5,9,0,0.4,3.7,2.1,9.5,22.6,0.3,0.9,5.7,0,0.1,0.3,0,0,0
2021-10-10T00:00:00.000Z,2.9,12,32.6,0.8,2.9,10.9,0,0.3,0.8,0,0,0.1,1.6,9.8,23.3,1.9,21.8,126.3,0.1,2.1,10.5,0.1,0,1.5,3.5,12.2,32.6,0.3,0.8,5.8,0,0,0.3,0,0,0
2021-10-11T00:00:00.000Z,0.4,2.7,6.8,0.9,2.8,10.4,0.1,0.1,0.5,0,0,0,0.3,2.2,4.5,2.1,20.4,122.7,0.3,0.4,6.8,0,0,0,0.4,2.8,6.8,0.2,0.9,5.5,0,0.1,0.2,0,0,0
