,All ages - Total population,,,,All ages - Daily verified,,,,All ages - Total serious,,,,All ages - New serious,,,,All ages - Total deaths,,,,Above 60 - Total population,,,,Above 60 - Daily verified,,,,Above 60 - Total serious,,,,Above 60 - New serious,,,,Above 60 - Total deaths,,,,Below 60 - Total population,,,,Below 60 - Daily verified,,,,Below 60 - Total serious,,,,Below 60 - New serious,,,,Below 60 - Total deaths,,,
2021-04-25T00:00:00.000Z,None,5097468,285269,3909003,None,6,2,69,None,18,12,107,None,None,None,None,None,None,None,None,None,1263841,37651,127732,None,1,0,2,None,14,8,53,None,None,None,None,None,None,None,None,None,3833360,247571,3781585,None,5,2,61,None,4,4,54,None,None,None,None,None,None,None,None
2021-04-26T00:00:00.000Z,None,5105927,282140,3903673,None,11,1,81,None,15,10,112,None,None,None,None,None,None,None,None,None,1265005,37174,127045,None,4,0,3,None,11,7,54,None,None,None,None,None,None,None,None,None,3840655,244919,3776942,None,7,1,69,None,4,3,58,None,None,None,None,None,None,None,None
2021-04-27T00:00:00.000Z,None,5113948,278468,3899324,None,13,3,70,None,16,7,107,None,None,None,None,None,None,None,None,None,1266133,36715,126376,None,8,0,3,None,12,5,50,None,None,None,None,None,None,None,None,None,3847548,241706,3773262,None,5,3,60,None,4,2,57,None,None,None,None,None,None,None,None
2021-04-28T00:00:00.000Z,None,5122207,274522,3895011,None,14,2,79,None,16,7,98,None,None,None,None,None,None,None,None,None,1267222,36207,125795,None,1,0,3,None,11,4,41,None,None,None,None,None,None,None,None,None,3854718,238268,3769530,None,13,2,66,None,5,3,57,None,None,None,None,None,None,None,None
2021-04-29T00:00:00.000Z,None,5131005,269915,3890820,None,9,2,82,None,11,7,89,None,None,None,None,None,None,None,None,None,1268363,35698,125163,None,2,0,6,None,9,4,37,None,None,None,None,None,None,None,None,None,3862375,234170,3765971,None,7,2,71,None,2,3,52,None,None,None,None,None,None,None,None
2021-04-30T00:00:00.000Z,None,5134885,267770,3889085,None,17,2,60,None,12,8,83,None,None,None,None,None,None,None,None,None,1268793,35603,124828,None,4,1,3,None,9,5,32,None,None,None,None,None,None,None,None,None,3865825,232120,3764571,None,13,1,55,None,3,3,51,None,None,None,None,None,None,None,None
2021-05-01T00:00:00.000Z,None,5136273,266765,3888702,None,4,0,10,None,11,7,85,None,None,None,None,None,None,None,None,None,1269003,35563,124658,None,0,0,2,None,8,4,33,None,None,None,None,None,None,None,None,None,3867003,231155,3764358,None,4,0,7,None,3,3,52,None,None,None,None,None,None,None,None
2021-05-02T00:00:00.000Z,None,5144202,261991,3885547,None,3,1,46,None,10,6,82,None,None,None,None,None,None,None,None,None,1269997,35069,124158,None,0,0,4,None,7,4,34,None,None,None,None,None,None,None,None,None,3873938,226875,3761703,None,3,1,33,None,3,2,48,None,None,None,None,None,None,None,None
2021-05-03T00:00:00.000Z,None,5153334,256259,3882147,None,14,0,51,None,8,6,79,None,None,None,None,None,None,None,None,None,1271018,34537,123669,None,2,0,2,None,5,4,33,None,None,None,None,None,None,None,None,None,3882049,221675,3758792,None,11,0,46,None,3,2,46,None,None,None,None,None,None,None,None
2021-05-04T00:00:00.000Z,None,5160736,252240,3878764,None,7,4,52,None,6,6,75,None,None,None,None,None,None,None,None,None,1272119,34006,123099,None,1,1,2,None,3,4,31,None,None,None,None,None,None,None,None,None,3888350,218187,3755979,None,6,3,42,None,3,2,44,None,None,None,None,None,None,None,None
2021-05-05T00:00:00.000Z,None,5168901,247189,3875650,None,5,1,62,None,6,6,75,None,None,None,None,None,None,None,None,None,1273211,33400,122613,None,1,0,5,None,3,4,32,None,None,None,None,None,None,None,None,None,3895423,213742,3753351,None,4,1,55,None,3,2,43,None,None,None,None,None,None,None,None
2021-05-06T00:00:00.000Z,None,5177064,242466,3872210,None,15,0,33,None,4,6,70,None,None,None,None,None,None,None,None,None,1274337,32754,122133,None,4,0,1,None,2,4,29,None,None,None,None,None,None,None,None,None,3902460,209665,3750391,None,11,0,31,None,2,2,41,None,None,None,None,None,None,None,None
2021-05-07T00:00:00.000Z,None,5180601,240593,3870546,None,2,1,30,None,4,6,68,None,None,None,None,None,None,None,None,None,1274817,32602,121805,None,0,1,3,None,2,4,27,None,None,None,None,None,None,None,None,None,3905517,207944,3749055,None,2,0,26,None,2,2,41,None,None,None,None,None,None,None,None
2021-05-08T00:00:00.000Z,None,5181521,239848,3870371,None,5,1,10,None,5,7,66,None,None,None,None,None,None,None,None,None,1275049,32561,121614,None,0,0,0,None,3,5,27,None,None,None,None,None,None,None,None,None,3906205,207240,3749071,None,5,1,10,None,2,2,39,None,None,None,None,None,None,None,None
2021-05-09T00:00:00.000Z,None,5188289,235846,3867605,None,5,1,27,None,6,6,62,None,None,None,None,None,None,None,None,None,1275899,32138,121187,None,0,0,0,None,3,4,24,None,None,None,None,None,None,None,None,None,3912123,203661,3746732,None,5,1,26,None,3,2,38,None,None,None,None,None,None,None,None
2021-05-10T00:00:00.000Z,None,5194817,232081,3864842,None,12,0,39,None,5,6,59,None,None,None,None,None,None,None,None,None,1276811,31692,120721,None,2,0,0,None,3,4,25,None,None,None,None,None,None,None,None,None,3917739,200342,3744435,None,10,0,35,None,2,2,34,None,None,None,None,None,None,None,None
2021-05-11T00:00:00.000Z,None,5200220,229102,3862418,None,9,0,25,None,4,7,59,None,None,None,None,None,None,None,None,None,1277667,31263,120294,None,3,0,0,None,2,5,25,None,None,None,None,None,None,None,None,None,3922286,197792,3742438,None,6,0,22,None,2,2,34,None,None,None,None,None,None,None,None
2021-05-12T00:00:00.000Z,None,5204922,226219,3860599,None,5,2,20,None,4,5,55,None,None,None,None,None,None,None,None,None,1278324,30970,119930,None,3,0,1,None,2,3,24,None,None,None,None,None,None,None,None,None,3926331,195202,3740983,None,2,2,18,None,2,2,31,None,None,None,None,None,None,None,None
2021-05-13T00:00:00.000Z,None,5208815,224144,3858781,None,4,1,25,None,1,4,52,None,None,None,None,None,None,None,None,None,1278822,30800,119602,None,1,0,1,None,0,2,24,None,None,None,None,None,None,None,None,None,3929726,193297,3739493,None,3,1,24,None,1,2,28,None,None,None,None,None,None,None,None
2021-05-14T00:00:00.000Z,None,5211621,222113,3858006,None,1,1,25,None,1,5,53,None,None,None,None,None,None,None,None,None,1279218,30647,119359,None,0,1,3,None,0,3,26,None,None,None,None,None,None,None,None,None,3932136,191419,3738961,None,1,0,22,None,1,2,27,None,None,None,None,None,None,None,None
2021-05-15T00:00:00.000Z,None,5212093,221778,3857869,None,3,0,17,None,1,7,50,None,None,None,None,None,None,None,None,None,1279423,30633,119168,None,2,0,2,None,0,5,23,None,None,None,None,None,None,None,None,None,3932403,191098,3739015,None,1,0,15,None,1,2,27,None,None,None,None,None,None,None,None
2021-05-16T00:00:00.000Z,None,5217513,216787,3857440,None,13,0,16,None,2,6,53,None,None,None,None,None,None,None,None,None,1280234,30063,118927,None,8,0,1,None,1,4,25,None,None,None,None,None,None,None,None,None,3937012,186677,3738827,None,5,0,14,None,1,2,28,None,None,None,None,None,None,None,None
2021-05-17T00:00:00.000Z,None,5222878,211610,3857252,None,5,0,10,None,1,7,49,None,None,None,None,None,None,None,None,None,1281038,29465,118721,None,2,0,1,None,0,5,22,None,None,None,None,None,None,None,None,None,3941573,182098,3738845,None,3,0,7,None,1,2,27,None,None,None,None,None,None,None,None
2021-05-18T00:00:00.000Z,None,5227160,209145,3855435,None,6,0,16,None,2,5,46,None,None,None,None,None,None,None,None,None,1281632,29252,118340,None,1,0,1,None,1,3,21,None,None,None,None,None,None,None,None,None,3945261,179846,3737409,None,5,0,12,None,1,2,25,None,None,None,None,None,None,None,None
2021-05-19T00:00:00.000Z,None,5230843,207499,3853398,None,16,1,38,None,2,5,45,None,None,None,None,None,None,None,None,None,1282227,29084,117913,None,11,0,3,None,1,3,21,None,None,None,None,None,None,None,None,None,3948349,178368,3735799,None,5,1,17,None,1,2,24,None,None,None,None,None,None,None,None
2021-05-20T00:00:00.000Z,None,5234869,205574,3851297,None,5,3,25,None,4,5,47,None,None,None,None,None,None,None,None,None,1282798,28865,117561,None,0,0,1,None,3,3,22,None,None,None,None,None,None,None,None,None,3951804,176662,3734050,None,5,3,16,None,1,2,25,None,None,None,None,None,None,None,None
2021-05-21T00:00:00.000Z,None,5236450,205009,3850281,None,7,0,15,None,3,5,43,None,None,None,None,None,None,None,None,None,1283137,28789,117298,None,1,0,2,None,2,3,22,None,None,None,None,None,None,None,None,None,3953046,176173,3733297,None,6,0,9,None,1,2,21,None,None,None,None,None,None,None,None
2021-05-22T00:00:00.000Z,None,5236633,204966,3850141,None,1,0,11,None,3,5,43,None,None,None,None,None,None,None,None,None,1283298,28788,117138,None,0,0,2,None,2,3,22,None,None,None,None,None,None,None,None,None,3953068,176131,3733317,None,1,0,7,None,1,2,21,None,None,None,None,None,None,None,None
2021-05-23T00:00:00.000Z,None,5237924,205875,3847941,None,6,0,20,None,4,5,43,None,None,None,None,None,None,None,None,None,1283575,28847,116802,None,2,0,2,None,3,3,22,None,None,None,None,None,None,None,None,None,3954082,176981,3731453,None,4,0,18,None,1,2,21,None,None,None,None,None,None,None,None
2021-05-24T00:00:00.000Z,None,5238765,207012,3845963,None,7,0,21,None,4,5,42,None,None,None,None,None,None,None,None,None,1283850,28945,116429,None,1,0,3,None,3,3,22,None,None,None,None,None,None,None,None,None,3954648,178020,3729848,None,6,0,16,None,1,2,20,None,None,None,None,None,None,None,None
2021-05-25T00:00:00.000Z,None,5244110,203321,3844309,None,7,0,15,None,3,3,41,None,None,None,None,None,None,None,None,None,1284662,28496,116066,None,1,0,1,None,2,1,22,None,None,None,None,None,None,None,None,None,3959181,174778,3728557,None,6,0,10,None,1,2,19,None,None,None,None,None,None,None,None
2021-05-26T00:00:00.000Z,None,5249680,198988,3843072,None,3,0,11,None,3,3,38,None,None,None,None,None,None,None,None,None,1285433,28046,115745,None,1,0,0,None,2,1,22,None,None,None,None,None,None,None,None,None,3963979,170896,3727641,None,2,0,11,None,1,2,16,None,None,None,None,None,None,None,None
2021-05-27T00:00:00.000Z,None,5254113,196198,3841429,None,2,0,12,None,3,3,36,None,None,None,None,None,None,None,None,None,1286061,27714,115449,None,0,0,1,None,2,1,22,None,None,None,None,None,None,None,None,None,3967784,168438,3726294,None,2,0,11,None,1,2,14,None,None,None,None,None,None,None,None
2021-05-28T00:00:00.000Z,None,5255618,195321,3840801,None,7,0,11,None,2,3,35,None,None,None,None,None,None,None,None,None,1286357,27633,115234,None,3,0,1,None,1,1,20,None,None,None,None,None,None,None,None,None,3968993,167642,3725881,None,4,0,10,None,1,2,15,None,None,None,None,None,None,None,None
2021-05-29T00:00:00.000Z,None,5256001,195043,3840696,None,3,0,9,None,2,3,35,None,None,None,None,None,None,None,None,None,1286551,27636,115037,None,2,0,0,None,1,1,20,None,None,None,None,None,None,None,None,None,3969182,167361,3725973,None,1,0,9,None,1,2,15,None,None,None,None,None,None,None,None
2021-05-30T00:00:00.000Z,None,5259867,192724,3839149,None,0,0,3,None,2,3,35,None,None,None,None,None,None,None,None,None,1287085,27447,114692,None,0,0,1,None,1,1,19,None,None,None,None,None,None,None,None,None,3972514,165231,3724771,None,0,0,1,None,1,2,16,None,None,None,None,None,None,None,None
2021-05-31T00:00:00.000Z,None,5263984,190181,3837575,None,4,0,10,None,3,3,34,None,None,None,None,None,None,None,None,None,1287657,27182,114385,None,2,0,0,None,2,1,19,None,None,None,None,None,None,None,None,None,3976059,162953,3723504,None,2,0,9,None,1,2,15,None,None,None,None,None,None,None,None
2021-06-01T00:00:00.000Z,None,5267014,188347,3836379,None,6,0,29,None,3,3,34,None,None,None,None,None,None,None,None,None,1288250,26888,114086,None,1,0,1,None,2,1,19,None,None,None,None,None,None,None,None,None,3978496,161413,3722607,None,5,0,23,None,1,2,15,None,None,None,None,None,None,None,None
2021-06-02T00:00:00.000Z,None,5269817,186862,3835061,None,3,0,10,None,4,2,29,None,None,None,None,None,None,None,None,None,1288750,26695,113779,None,2,0,1,None,3,1,18,None,None,None,None,None,None,None,None,None,3980799,160121,3721596,None,1,0,9,None,1,1,11,None,None,None,None,None,None,None,None
2021-06-03T00:00:00.000Z,None,5273407,184794,3833539,None,4,0,6,None,4,2,29,None,None,None,None,None,None,None,None,None,1289287,26467,113470,None,0,0,1,None,3,1,17,None,None,None,None,None,None,None,None,None,3983852,158281,3720383,None,4,0,4,None,1,1,12,None,None,None,None,None,None,None,None
2021-06-04T00:00:00.000Z,None,5274920,184211,3832609,None,9,0,22,None,4,2,28,None,None,None,None,None,None,None,None,None,1289591,26347,113286,None,3,0,1,None,3,1,17,None,None,None,None,None,None,None,None,None,3985061,157818,3719637,None,6,0,21,None,1,1,11,None,None,None,None,None,None,None,None
2021-06-05T00:00:00.000Z,None,5275122,184114,3832504,None,3,0,2,None,3,2,28,None,None,None,None,None,None,None,None,None,1289770,26343,113111,None,2,0,0,None,2,1,17,None,None,None,None,None,None,None,None,None,3985084,157725,3719707,None,1,0,1,None,1,1,11,None,None,None,None,None,None,None,None
2021-06-06T00:00:00.000Z,None,5277449,185974,3828317,None,1,0,3,None,3,2,30,None,None,None,None,None,None,None,None,None,1290209,26209,112806,None,0,0,1,None,2,1,19,None,None,None,None,None,None,None,None,None,3986972,159719,3715825,None,1,0,1,None,1,1,11,None,None,None,None,None,None,None,None
2021-06-07T00:00:00.000Z,None,5279923,187740,3824077,None,4,0,2,None,2,2,27,None,None,None,None,None,None,None,None,None,1290630,26112,112482,None,1,0,0,None,1,1,18,None,None,None,None,None,None,None,None,None,3989025,161582,3711909,None,3,0,2,None,1,1,9,None,None,None,None,None,None,None,None
2021-06-08T00:00:00.000Z,None,5282054,189189,3820497,None,10,0,20,None,2,2,26,None,None,None,None,None,None,None,None,None,1291083,25965,112176,None,2,0,0,None,2,1,17,None,None,None,None,None,None,None,None,None,3990703,163178,3708635,None,8,0,17,None,0,1,9,None,None,None,None,None,None,None,None
2021-06-09T00:00:00.000Z,None,5284007,190699,3817034,None,3,1,2,None,2,2,26,None,None,None,None,None,None,None,None,None,1291464,25904,111856,None,2,0,0,None,2,1,17,None,None,None,None,None,None,None,None,None,3992275,164749,3705492,None,1,1,1,None,0,1,9,None,None,None,None,None,None,None,None
2021-06-10T00:00:00.000Z,None,5285798,192101,3813841,None,8,0,10,None,2,2,26,None,None,None,None,None,None,None,None,None,1291820,25815,111589,None,3,0,0,None,2,1,16,None,None,None,None,None,None,None,None,None,3993710,166240,3702566,None,5,0,8,None,0,1,10,None,None,None,None,None,None,None,None
2021-06-11T00:00:00.000Z,None,5286513,192636,3812591,None,8,2,8,None,2,2,26,None,None,None,None,None,None,None,None,None,1292070,25778,111376,None,1,0,0,None,2,1,16,None,None,None,None,None,None,None,None,None,3994175,166812,3701529,None,7,2,6,None,0,1,10,None,None,None,None,None,None,None,None
2021-06-12T00:00:00.000Z,None,5286605,192683,3812452,None,2,0,3,None,2,2,24,None,None,None,None,None,None,None,None,None,1292267,25784,111173,None,0,0,1,None,2,1,16,None,None,None,None,None,None,None,None,None,3994070,166853,3701593,None,2,0,1,None,0,1,8,None,None,None,None,None,None,None,None
2021-06-13T00:00:00.000Z,None,5287905,194429,3809406,None,1,0,2,None,2,1,23,None,None,None,None,None,None,None,None,None,1292571,25754,110899,None,0,0,0,None,2,0,15,None,None,None,None,None,None,None,None,None,3995066,168629,3698821,None,1,0,2,None,0,1,8,None,None,None,None,None,None,None,None
2021-06-14T00:00:00.000Z,None,5289017,196217,3806506,None,10,1,15,None,3,1,23,None,None,None,None,None,None,None,None,None,1292875,25724,110625,None,2,0,0,None,3,0,15,None,None,None,None,None,None,None,None,None,3995874,170447,3696195,None,8,1,15,None,0,1,8,None,None,None,None,None,None,None,None
2021-06-15T00:00:00.000Z,None,5290438,197775,3803527,None,8,2,16,None,3,1,20,None,None,None,None,None,None,None,None,None,1293182,25704,110338,None,1,0,0,None,3,0,12,None,None,None,None,None,None,None,None,None,3996988,172025,3693503,None,7,2,15,None,0,1,8,None,None,None,None,None,None,None,None
2021-06-16T00:00:00.000Z,None,5292079,198716,3800945,None,5,0,8,None,3,1,17,None,None,None,None,None,None,None,None,None,1293551,25609,110064,None,0,0,4,None,3,0,11,None,None,None,None,None,None,None,None,None,3998260,173061,3691195,None,5,0,2,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-17T00:00:00.000Z,None,5293681,199674,3798385,None,9,0,17,None,2,1,17,None,None,None,None,None,None,None,None,None,1293855,25571,109798,None,1,0,0,None,2,0,11,None,None,None,None,None,None,None,None,None,3999558,174057,3688901,None,8,0,17,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-18T00:00:00.000Z,None,5294235,200243,3797262,None,12,1,22,None,2,1,16,None,None,None,None,None,None,None,None,None,1294056,25592,109576,None,1,0,0,None,2,0,10,None,None,None,None,None,None,None,None,None,3999911,174605,3688000,None,11,1,20,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-19T00:00:00.000Z,None,5294367,200253,3797120,None,6,1,39,None,2,1,16,None,None,None,None,None,None,None,None,None,1294244,25595,109385,None,1,0,0,None,2,0,10,None,None,None,None,None,None,None,None,None,3999855,174612,3688049,None,5,1,39,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-20T00:00:00.000Z,None,5295996,201861,3793883,None,20,4,25,None,3,1,17,None,None,None,None,None,None,None,None,None,1294559,25572,109093,None,5,0,0,None,3,0,10,None,None,None,None,None,None,None,None,None,4001169,176243,3685104,None,15,4,24,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-21T00:00:00.000Z,None,5297912,205006,3788822,None,41,7,77,None,3,1,17,None,None,None,None,None,None,None,None,None,1294904,25528,108792,None,10,0,2,None,3,0,10,None,None,None,None,None,None,None,None,None,4002740,179432,3680344,None,31,7,74,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-22T00:00:00.000Z,None,5299585,210092,3782063,None,40,7,63,None,3,1,20,None,None,None,None,None,None,None,None,None,1295279,25511,108434,None,10,0,0,None,3,0,12,None,None,None,None,None,None,None,None,None,4004038,184535,3673943,None,30,7,62,None,0,1,8,None,None,None,None,None,None,None,None
2021-06-23T00:00:00.000Z,None,5300878,219360,3771502,None,48,4,88,None,3,1,19,None,None,None,None,None,None,None,None,None,1295616,25542,108066,None,9,0,1,None,3,0,12,None,None,None,None,None,None,None,None,None,4004994,193772,3663750,None,39,4,86,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-24T00:00:00.000Z,None,5302426,229672,3759642,None,102,7,120,None,3,1,18,None,None,None,None,None,None,None,None,None,1295942,25612,107670,None,34,0,2,None,3,0,11,None,None,None,None,None,None,None,None,None,4006216,204014,3652286,None,68,7,118,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-25T00:00:00.000Z,None,5302980,236047,3752713,None,96,4,130,None,4,1,17,None,None,None,None,None,None,None,None,None,1296164,25642,107418,None,29,0,3,None,4,0,10,None,None,None,None,None,None,None,None,None,4006548,210359,3645609,None,67,4,127,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-26T00:00:00.000Z,None,5303095,238123,3750522,None,44,5,67,None,5,1,17,None,None,None,None,None,None,None,None,None,1296359,25652,107213,None,16,0,1,None,5,0,10,None,None,None,None,None,None,None,None,None,4006468,212425,3643623,None,28,5,66,None,0,1,7,None,None,None,None,None,None,None,None
2021-06-27T00:00:00.000Z,None,5304891,249867,3736982,None,68,2,75,None,5,2,15,None,None,None,None,None,None,None,None,None,1296725,25729,106770,None,24,0,1,None,5,0,9,None,None,None,None,None,None,None,None,None,4007898,224092,3630526,None,44,2,73,None,0,2,6,None,None,None,None,None,None,None,None
2021-06-28T00:00:00.000Z,None,5306700,262415,3722625,None,124,12,152,None,4,1,15,None,None,None,None,None,None,None,None,None,1297090,25805,106329,None,39,0,5,None,4,0,9,None,None,None,None,None,None,None,None,None,4009342,236564,3616610,None,85,12,147,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-29T00:00:00.000Z,None,5308517,277135,3706088,None,114,10,170,None,4,1,15,None,None,None,None,None,None,None,None,None,1297466,25953,105805,None,29,0,2,None,4,0,9,None,None,None,None,None,None,None,None,None,4010783,251136,3600597,None,85,10,165,None,0,1,6,None,None,None,None,None,None,None,None
2021-06-30T00:00:00.000Z,None,5310807,291137,3689796,None,130,16,164,None,7,0,15,None,None,None,None,None,None,None,None,None,1297877,26103,105244,None,42,0,2,None,7,0,10,None,None,None,None,None,None,None,None,None,4012662,264988,3584866,None,88,16,158,None,0,0,5,None,None,None,None,None,None,None,None
2021-07-01T00:00:00.000Z,None,5313596,304999,3673145,None,146,11,140,None,7,1,15,None,None,None,None,None,None,None,None,None,1298292,26219,104713,None,41,0,6,None,7,0,10,None,None,None,None,None,None,None,None,None,4015036,278734,3568746,None,105,11,133,None,0,1,5,None,None,None,None,None,None,None,None
